Category,Title,URL,Icon
Documents & Spreadsheets,Youlbury Docs,"https://thescouts.sharepoint.com/teams/scoutadventuresintranet/Operations%20%20Policies%20and%20Proceedures/Forms/AllItems.aspx?FolderCTID=0x012000B3BEFA22F0029F42A0DD8F9D5AD53226&id=%2Fteams%2Fscoutadventuresintranet%2FOperations%20%20Policies%20and%20Proceedures%2FYoulbury",SAexplorer.jpg
Documents & Spreadsheets,Volunteer List,"https://thescouts.sharepoint.com/teams/scoutadventuresintranet/Lists/Master%20Volunteer%20List/Centre.aspx?viewid=ac0d39f5%2Dece9%2D47f5%2D86ea%2D2e70a5d13f07&CT=1780744627385&OR=OWA%2DNT%2DMail&CID=59e8de7b%2D89ce%2D0244%2D01ce%2Dcd710cd6d184&SI=NonSentItems",SAexcel.jpg
Documents & Spreadsheets,ITC Sept 2026,"https://thescouts.sharepoint.com/:x:/r/teams/scoutadventuresintranet/_layouts/15/Doc.aspx?sourcedoc=%7B2BACE728-8867-4F20-A077-6F815DC9B6B3%7D&file=September%202026%20ITC%20Timetable.xlsx&action=default&mobileredirect=true",SAexcel.jpg
Documents & Spreadsheets,New Project Brief,"https://thescouts.sharepoint.com/:w:/s/Facilitieshub/IQANl1C8393QQ5i73DNxzNIeATxTl95ZD8iwZMSy0RhRMJo?web=1",saword.jpg
Documents & Spreadsheets,Vol Training Plan,"https://thescouts.sharepoint.com/:x:/r/teams/scoutadventuresintranet/Operations%20%20Policies%20and%20Proceedures/Youlbury/Volunteers/Training/YB%20Volunteer%20Training%202026-2027%20.xlsx?d=w649d64c591864951a10281fa2f8157e1&csf=1&web=1&e=RMwjCX",SAexcel.jpg
Documents & Spreadsheets,Observation Matrix,"https://thescouts.sharepoint.com/:x:/r/teams/scoutadventuresintranet/_layouts/15/Doc.aspx?sourcedoc=%7BACE6D8BB-EBCE-493D-814B-A33FB11612E0%7D&file=Youlbury%20Observation%20Matrix.xlsm&action=default&mobileredirect=true",SAexcel.jpg
Documents & Spreadsheets,Jodie's Vol Numbers,"https://thescouts-my.sharepoint.com/:x:/g/personal/nicola_brown_scouts_org_uk2/IQBvNJdGT62FTINmSn2fW0FcAV5IDPJCcv3JX7MIip63GEU?e=KjNAgr",SAexcel.jpg
Documents & Spreadsheets,Site Plans,https://thescouts.sharepoint.com/sites/Facilitieshub/Workplace%20Service/Forms/AllItems.aspx?id=%2Fsites%2FFacilitieshub%2FWorkplace%20Service%2FPlans%2FYoulbury%2FCurrent%20Plans,SAexplorer.jpg
Documents & Spreadsheets,Site Catering,"https://thescouts.sharepoint.com/:x:/r/teams/scoutadventuresintranet/_layouts/15/Doc.aspx?sourcedoc=%7BB9205AA5-05EB-4BE5-BC7D-A1AC7F692377%7D&file=Youlbury%20Catering%202026.xlsx&action=default&mobileredirect=true",SAexcel.jpg
Documents & Spreadsheets,Vehicle Hire Log,https://thescouts.sharepoint.com/sites/Facilitieshub/Lists/Hire%20Vehicle%20Log/AllItems.aspx,SAexcel.jpg
Documents & Spreadsheets,Income Tracker,"https://thescouts.sharepoint.com/:x:/r/teams/scoutadventuresintranet/_layouts/15/Doc.aspx?sourcedoc=%7B2C3518FD-6B3A-4947-B649-BAB59E343530%7D&file=Income%20tracker%20-%20Youlbury%20FY27.xlsx&action=default&mobileredirect=true",SAexcel.jpg
Documents & Spreadsheets,Leaving Checklist,"https://thescouts.sharepoint.com/:x:/r/teams/scoutadventuresintranet/_layouts/15/Doc.aspx?sourcedoc=%7B43A70C17-3EB6-4F1F-A79A-CD8E0F0B1088%7D&file=leaving%20checklist.xlsx&action=default&mobileredirect=true",SAexcel.jpg
Documents & Spreadsheets,BOB,https://thescouts-my.sharepoint.com/:w:/r/personal/jen_yates_scouts_org_uk/Documents/YB%20BOB.docx?d=w34d36200a9df41428b74f3bef411537d&csf=1&web=1&e=5bc7ob,saword.jpg
Catering,Catering CEC,https://thescouts.sharepoint.com/:w:/r/teams/scoutadventuresintranet/Operations%20%20Policies%20and%20Proceedures/Youlbury/Catering%20Planning/2026-08-16%20Catering%20CEC%20Procedures.docx?d=w8536fa130ffe4648b728a5c87026edaf&csf=1&web=1&e=j2Oemk,saword.jpg
Catering,Catering 2026,https://thescouts.sharepoint.com/:w:/r/teams/scoutadventuresintranet/Operations%20%20Policies%20and%20Proceedures/Youlbury/Catering%20Planning/2026-08-16%20Catering%20CEC%20Procedures.docx?d=w8536fa130ffe4648b728a5c87026edaf&csf=1&web=1&e=j2Oemk,SAexcel.jpg
Forms & Services,New Casual,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=-0KGeT3N9EqWt8YapC6clKJ0mRlRxvBKmkkrcCD5bDxUNTBQSVgxUlUyUzZLVllUUlhXS0MyWVUyRiQlQCN0PWcu,https://www.google.com/s2/favicons?domain=scouts.org.uk&sz=64
Forms & Services,Report Incident,https://survey.alchemer.eu/s3/90125236/HQ-Incident-Reporting,https://www.google.com/s2/favicons?domain=scouts.org.uk&sz=64
Forms & Services,New Volunteer Concern,"https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=-0KGeT3N9EqWt8YapC6clKJ0mRlRxvBKmkkrcCD5bDxUMjY1NzVPNjM5NzNUQU1TVkIyTzJYUVFCSCQlQCN0PWcu",https://www.google.com/s2/favicons?domain=scouts.org.uk&sz=64
Forms & Services,New Maintenance,"https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=-0KGeT3N9EqWt8YapC6clKJ0mRlRxvBKmkkrcCD5bDxUQThETjVCUzZZMFc3NVU4MlBCS01VUk5OSSQlQCN0PWcu",https://www.google.com/s2/favicons?domain=scouts.org.uk&sz=64
Recruitment,Talos,https://talos360.com/app/1/vacancies,https://www.google.com/s2/favicons?domain=scouts.org.uk&sz=64
Recruitment,Casual Request,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=-0KGeT3N9EqWt8YapC6clKJ0mRlRxvBKmkkrcCD5bDxUNTBQSVgxUlUyUzZLVllUUlhXS0MyWVUyRiQlQCN0PWcu,https://www.google.com/s2/favicons?domain=scouts.org.uk&sz=64
Recruitment,Casual2,https://thescouts.sharepoint.com/:w:/r/teams/scoutadventuresintranet/_layouts/15/Doc.aspx?sourcedoc=%7B9356785C-FCEB-40DA-9E4C-1A391383E53D%7D&file=Casual%20Instructor%20New%20Starter%20Form%20Template.docx&action=default&mobileredirect=true&DefaultItemOpen=1,https://www.google.com/s2/favicons?domain=scouts.org.uk&sz=64
